포스터,제목,장르,러닝타임,회원점수,줄거리,제작비,수익,감독
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/pnr4sA9tn3E5Sc2qHbG3yT4m8Fv.jpg,The Rebound,"Romance, Comedy",1h 35m,65.0,"Upon discovering her husband's infidelity, Sandy leaves the suburbs and moves into the city. There, she befriends Aram, a guy whose wife only married him so she could get a green card. Sandy hires Aram to be her nanny, and it isn't long until Aram and Sandy find out they get along wonderfully and start to date. But is their relationship real or is it, in fact, just a rebound for both of them?",21791288.0,,Bart Freundlich
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/3VD5QDTu0rQgRvERBMXtAvg0oIC.jpg,Yu-Gi-Oh! The Movie,"Animation, Fantasy, Action, Science Fiction",1h 30m,61.0,"After the conclusion of the Battle City Tournament, deep below the sands of Egypt, an ancient evil has awakened. Anubis, who was defeated centuries ago by Yugi’s mysterious alter ego – the ancient Pharaoh – has returned for revenge. Wielding the power of the Eighth Millennium Item, Anubis is determined to destroy Yugi and take over the world.",29200000.0,,Michael Pecoriello
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/nJJrceb2xHGIA0irADX0JvWSIHT.jpg,The Spy Next Door,"Action, Comedy, Family",1h 34m,59.0,"Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids, who haven't exactly warmed to their mom's beau. And when one of the youngsters accidentally downloads a top-secret formula, Bob's longtime nemesis, a Russian terrorist, pays a visit to the family.",66166000.0,,Brian Levant
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/g2YbTYKpY7N2yDSk7BfXZ18I5QV.jpg,Tokyo Story,Drama,2h 17m,82.0,"The elderly Shukishi and his wife, Tomi, take the long journey from their small seaside village to visit their adult children in Tokyo. Their elder son, Koichi, a doctor, and their daughter, Shige, a hairdresser, don't have much time to spend with their aged parents, and so it falls to Noriko, the widow of their younger son who was killed in the war, to keep her in-laws company.",,,Yasujirō Ozu
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/18IsRVfs5MkkTcqTGlUAnka6sCh.jpg,South Park: Joining the Panderverse,"Animation, Comedy, Science Fiction, TV Movie",49m,79.0,"Cartman's deeply disturbing dreams portend the end of the life he knows and loves. Meanwhile, the adults in South Park are wrestling with their own life decisions, as the advent of AI is turning their world upside down.",,,Trey Parker
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/46qwaON7l11M407rqh8lD4vXcAR.jpg,Tremors: Shrieker Island,"Action, Horror",1h 42m,60.0,"When a group of hunters genetically modify Graboid eggs, they face an all-out war against the larger, terrifyingly intelligent creatures, and swiftly multiplying Shriekers!",,,Don Michael Paul
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/zXXDmz5cPuSo9LveCNjZ1j16szC.jpg,The Blob,"Horror, Science Fiction, Mystery",1h 35m,67.0,"In Arborville, California, three high school students try to protect their hometown from a gelatinous alien life form that engulfs everything it touches. The first to discover the substance and live to tell about it, the trio witness the Blob destroying an elderly man, then it growing to a terrifying size. But no one else has seen the goo, and the police refuse to believe the kids without proof.",8200000.0,,Chuck Russell
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/tc6sLnnaOZk08YndHd53aPlUast.jpg,"Dude, Where's My Car?","Comedy, Romance",1h 23m,56.0,Two stoners wake up after a night of partying and cannot remember where they parked their car.,73180723.0,,Danny Leiner
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/2P31jhd1dWUAPD8dmnSrwkQ8CNN.jpg,I Origins,"Science Fiction, Drama",1h 46m,76.0,A molecular biologist's study of the human eye has far-reaching implications about humanity's scientific and spiritual beliefs.,481234.0,,Mike Cahill
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/fwXhw9bERqKrJfJK6WGakPIh3FS.jpg,Like Stars on Earth,Drama,2h 42m,80.0,"Ishaan Awasthi is an eight-year-old whose world is filled with wonders that no one else seems to appreciate. Colours, fish, dogs, and kites don't seem important to the adults, who are much more interested in things like homework, marks, and neatness. Ishaan cannot seem to get anything right in class; he is then sent to boarding school, where his life changes forever.",2600000.0,28430000.0,Amole Gupte
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/fgMka3HtFvI5OgW1eYdR9XpySxH.jpg,Hairspray,"Comedy, Romance, Drama",1h 57m,67.0,"Pleasantly plump teenager Tracy Turnblad auditions to be on Baltimore's most popular dance show - The Corny Collins Show - and lands a prime spot. Through her newfound fame, she becomes determined to help her friends and end the racial segregation that has been a staple of the show.",90450008.0,,Adam Shankman
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/jlk5MeGlNSiy773SWot9dGAQ2as.jpg,LEGO Frozen Northern Lights,"Animation, Family",22m,66.0,"Elsa, Anna and friends search for the Northern Lights.",,,We don't have any crew added to this movie. You can help by adding some!
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/bRSLCuO2B6owYBtUwGYGqWZCVo6.jpg,The NeverEnding Story II: The Next Chapter,"Drama, Family, Fantasy, Adventure",1h 29m,58.0,"Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more.",16283667.0,,George T. Miller
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/89giuiFssSVCUxkCP386v66cry8.jpg,The Hitcher,"Horror, Action, Thriller",1h 38m,70.0,"On a stormy night, young Jim, who transports a luxury car from Chicago to California to deliver it to its owner, feeling tired and sleepy, picks up a mysterious hitchhiker, who has appeared out of nowhere, thinking that a good conversation will help him not to fall asleep. He will have enough time to deeply regret such an unmeditated decision.",5844868.0,,Robert Harmon
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/igwGf0qNka1qH1HPijgbABfUfB4.jpg,Poison Ivy,"Thriller, Drama",1h 32m,55.0,A seductive teen befriends an introverted high school student and schemes her way into the lives of her wealthy family.,1829804.0,,Katt Shea
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/dSxnIika9yWwTvEbpsmoGdeh65E.jpg,102 Dalmatians,"Family, Comedy",1h 40m,55.0,"Get ready for a howling good time as an all new assortment of irresistible animal heroes are unleashed in this great family tail! In an unlikely alliance, the outrageous Waddlesworth - a parrot who thinks he's a Rottweiler - teams up with Oddball - an un-marked Dalmatian puppy eager to earn her spots! Together they embark on a laugh-packed quest to outwit the ever-scheming Cruella De Vil.",183611771.0,,Kristen Buckley
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/sTEhMxrL6dCOHB9lzY879kiIfIv.jpg,The Spectacular Now,"Comedy, Drama, Romance",1h 35m,66.0,"Sutter, a popular party animal, unexpectedly meets the introverted Aimee after waking up on a stranger's lawn. As Sutter deals with the problems in his life and Aimee plans for her future beyond school, an unexpected romance blossoms between them.",6854611.0,,James Ponsoldt
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/910xRIUmNJrWH2hkQifBJtoPp5R.jpg,Andrei Rublev,"Drama, History",3h 25m,80.0,"An expansive Russian drama, this film focuses on the life of revered religious icon painter Andrei Rublev. Drifting from place to place in a tumultuous era, the peace-seeking monk eventually gains a reputation for his art. But after Rublev witnesses a brutal battle and unintentionally becomes involved, he takes a vow of silence and spends time away from his work. As he begins to ease his troubled soul, he takes steps towards becoming a painter once again.",,24173.0,Andrei Tarkovsky
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/tzNm9lRIXJ6xrIKasRhvV1Nmv2B.jpg,A Bad Moms Christmas,Comedy,1h 44m,63.0,"Amy, Kiki and Carla – three under-appreciated and over-burdened women – rebel against the challenges and expectations of the Super Bowl for mothers: Christmas. And if creating a more perfect holiday for their families wasn’t hard enough, they have to do all of that while hosting and entertaining their own mothers.",130560428.0,,Jon Lucas
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/d0wn9YtEnmbucx8ZUsT918ctoiK.jpg,How I Became a Superhero,"Science Fiction, Adventure, Action, Comedy, Thriller",1h 41m,61.0,"Paris 2020. While superheroes have assimilated into the Parisian society, they discover a new drug that gives themselves personal superpowers to mere mortals. Lieutenants Moreau and Schaltzmann are investigating the case with the support of two ex-superheroes, Monte Carlo and Callista. They'll do whatever it takes to dismantle the traffic. But Moreau's past resurfaces, and the investigation becomes more complicated.",18000000.0,,Douglas Attal
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/v0fi9KgmdsUsGtopxxRzbtQ5NIX.jpg,Fire and Ice,"Animation, Fantasy, Science Fiction",1h 21m,67.0,"In this animated tale, a tiny village is destroyed by a surging glacier, which serves as the deadly domain for the evil Ice Lord, Nekron. The only survivor is a young warrior, Larn, who vows to avenge this act of destruction. The evil continues, however, as Nekron's palace of ice heads straight towards Fire Keep, the great fortress ruled by the good King Jarol. When Jarol's beautiful daughter, Teegra, is abducted by Nekron's sub-human ape-like creatures, Larn begins a daring search for her. What results is a tense battle between good and evil, surrounded by the mystical elements of the ancient past.",760883.0,,Ralph Bakshi
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/p5jzbffrXuBTjsiwrQ3aOMTrvCj.jpg,The Simpsons in Plusaversary,"Animation, Comedy, Fantasy",4m,66.0,"The Simpsons host a Disney+ Day party and everyone is on the list… except Homer. With friends from across the service and music fit for a Disney Princess, Plusaversary is Springfield's event of the year.",,,David Silverman
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/sukxYMaUTNizM7bcEJ4YeH80e8h.jpg,Red Lights,Thriller,1h 54m,62.0,"Two investigators of paranormal hoaxes, the veteran Dr. Margaret Matheson and her young assistant, Tom Buckley, study the most varied metaphysical phenomena with the aim of proving their fraudulent origins. Simon Silver, a legendary blind psychic, reappears after an enigmatic absence of 30 years to become the greatest international challenge to both orthodox science and professional sceptics. Tom starts to develop an intense obsession with Silver, whose magnetism becomes stronger with each new manifestation of inexplicable events. As Tom gets closer to Silver, tension mounts, and his worldview is threatened to its core.",13551174.0,,Rodrigo Cortés
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/yVgtsoXyTZBww7SWE4JE1U4Wcel.jpg,Champions,Comedy,2h 4m,68.0,A stubborn and hotheaded minor league basketball coach is forced to train a Special Olympics team when he is sentenced to community service.,9263009.0,,Bobby Farrelly
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/AoQSUgDB20oPchP3LsKGQaRV6O6.jpg,To Every You I've Loved Before,"Animation, Romance, Science Fiction",1h 42m,66.0,"While struggling to make friends after his parents’ divorce, Koyomi Takasaki meets Kazune Takigawa, but apparently, they already have. Kazune reveals that she’s from World Line 85, an alternate universe in which she and Koyomi are lovers. But in a reality where moving between dimensions is natural, could Koyomi be the one from another world?",,,Jun Matsumoto
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/soIgqZBoTiTgMqUW0JtxsPWAilQ.jpg,Reptile,Crime,2h 16m,68.0,"Following the brutal murder of a young real estate agent, a hardened detective attempts to uncover the truth in a case where nothing is as it seems, and by doing so dismantles the illusions in his own life.",,,Grant Singer
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/laCPiLcM3yq2I32mE9XNCftRhA.jpg,Godzilla vs. King Ghidorah,"Action, Adventure, Science Fiction",1h 43m,69.0,"The Futurians, time-travelers from the 23rd century, arrive in Japan to warn them of the nation's destruction under Godzilla. They offer to help erase Godzilla from history by preventing his creation. With Godzilla seemingly gone, a new monster emerges as the Futurians' true intentions are revealed.",12000000.0,11000000.0,Kazuki Ōmori
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/3517XQ9LpoEykyYq2TuDNS45MPP.jpg,Police Academy: Mission to Moscow,"Comedy, Crime",1h 23m,46.0,"The Russians seek help in dealing with the Mafia from the veterans of the Police Academy. They head off to Moscow, in order to find evidence against Konstantin Konali, who marketed a computer game that everyone in the world is playing.",126247.0,,Neal Israel
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/81RColr4rau6DZ7z9eMsksokcfk.jpg,211,"Crime, Action, Thriller",1h 26m,54.0,"Inspired by one of the longest and bloodiest real-life events in police history, Officer Mike Chandler and a young civilian passenger find themselves under-prepared and outgunned when fate puts them squarely in the crosshairs of a daring bank heist in progress by a fearless team of highly-trained and heavily-armed men.",1052222.0,,York Alec Shackleton
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/hGF0kp0nJqmcQzywSCjkt6eykE4.jpg,The Librarian: Quest for the Spear,"Adventure, Action, Fantasy",1h 46m,62.0,"When a magical artifact is lifted from his library, a meek librarian sets out to ensure its safe return.",,,David N. Titcher
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/3ppxP6yFoKxkA3jQkDdv3E9u1tc.jpg,Nameless Gangster,"Crime, Thriller",2h 13m,69.0,A corrupt customs official joins forces with a vicious gangster to form the most powerful crime partnership in Busan.,125000.0,,Yoon Jong-bin
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/w9Vk1Txx14vWvACELFYFlixrsfr.jpg,Duel,"Action, Thriller, TV Movie",1h 29m,74.0,"Traveling businessman David Mann angers the driver of a rusty tanker while crossing the California desert. A simple trip turns deadly, as Mann struggles to stay on the road while the tanker plays cat and mouse with his life.",,,Richard Matheson
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/7r3w3cPTbNEIr1imb8zXyeIJCJe.jpg,Office Christmas Party,Comedy,1h 45m,57.0,"When Carol Vanstone, CEO of the technology company Zenotek, expresses her intention to close the Chicago branch, run by her brother Clay, he and his co-workers organize a Christmas party in an effort to impress a potential client and save their jobs. But the party gets out of control…",114500000.0,,Will Speck
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/jWBDz6Mf9aQVBiUS76JQsEhvoJl.jpg,Money Train,"Action, Comedy, Crime",1h 50m,58.0,"When a vengeful New York transit cop decides to steal a trainload of subway fares, his foster brother—a fellow cop—tries to protect him.",77224232.0,,Joseph Ruben
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/9k15RI1szgavLTLTKYgxoDASjjz.jpg,It's a Boy Girl Thing,"Comedy, Fantasy, Romance",1h 35m,65.0,"A visit to a natural history museum proves catastrophic for two high school rivals, an overachiever and a jock, when an ancient Aztec statue casts a spell that causes them to switch bodies and see exactly what it's like to walk in the other's shoes.",7385434.0,,Geoff Deane
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/jo1Kv3P3UgDVk7JnUFr2Cl8WWUM.jpg,Men,"Horror, Thriller, Fantasy",1h 40m,62.0,"In the aftermath of a personal tragedy, Harper retreats alone to the beautiful English countryside, hoping to find a place to heal. But someone — or something — from the surrounding woods appears to be stalking her, and what begins as simmering dread becomes a fully-formed nightmare, inhabited by her darkest memories and fears.",11152071.0,,Alex Garland
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/u2QSNW1OgHRBeifcugmo7pG0uS9.jpg,The Natural,Drama,2h 17m,69.0,An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league.,48000000.0,,Barry Levinson
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/2tQYq9ntzn2dEwDIGLBSipYPenv.jpg,Wall Street,"Crime, Drama",2h 6m,72.0,"A young and impatient stockbroker is willing to do anything to get to the top, including trading on illegal inside information taken through a ruthless and greedy corporate raider whom takes the youth under his wing.",43900000.0,,Oliver Stone
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/tmiufIvSssZ2cmYJbro99gZvn2H.jpg,The Secret of Kells,"Animation, Family, Fantasy",1h 15m,74.0,"Adventure awaits 12 year old Brendan who must fight Vikings and a serpent god to find a crystal and complete the legendary Book of Kells. In order to finish Brother Aiden's book, Brendan must overcome his deepest fears on a secret quest that will take him beyond the abbey walls and into the enchanted forest where dangerous mythical creatures hide. Will Brendan succeed in his quest?",1803412.0,,Fabrice Ziolkowski
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/nmfM1diysOyrX4JbvwS7uOomyes.jpg,Out for Justice,"Action, Crime",1h 31m,61.0,Gino Felino is an NYPD detective from Brooklyn who knows everyone and everything in his neighborhood. Killing his partner was someone's big mistake... because he's now out for justice.,39673161.0,,John Flynn
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/bf4o6Uzw5wqLjdKwRuiDrN1xyvl.jpg,The Maltese Falcon,"Mystery, Crime, Thriller",1h 40m,77.0,"A private detective takes on a case that involves him with three eccentric criminals, a beautiful liar, and their quest for a priceless statuette.",1772000.0,,John Huston
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/FToY0m3aJpZUPjeqYN9akNptad.jpg,Still Fabulous,Comedy,1h 33m,57.0,"Stuck in a dead-end career and on a string of terrible dates, the life of 30-something Maddalena is a total mess until one day, she meets an unlikely imaginary friend who comes to her in the form of real-life porn star Valentina Nappi. Her mission? To teach Maddalena everything she needs to know about life, sex, and love. Also starring Raoul Bova and Alessandro Tiberi.",,,Michela Andreozzi
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/h9DV6KItNutJmrPzT1xrAO6fIzy.jpg,The Water Horse,"Family, Adventure, Fantasy",1h 52m,65.0,A lonely boy discovers a mysterious egg that hatches a sea creature of Scottish legend.,103967384.0,,Jay Russell
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/epDsuf5oUdzTFYHqV2IRcyy8Rwc.jpg,Racing Stripes,"Comedy, Family",1h 42m,59.0,"Shattered illusions are hard to repair -- especially for a good-hearted zebra named Stripes who's spent his life on a Kentucky farm amidst the sorely mistaken notion that he's a debonair thoroughbred. Once he faces the fact that his stark stripes mark him as different, he decides he'll race anyway. And with help from the young girl who raised him, he just might end up in the winner's circle.",90754475.0,,Frederik Du Chau
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/sWJu9XahqfG6CKl5AyMNEVb3LDc.jpg,Megalopolis,"Drama, Science Fiction",2h 13m,,,,,
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/g8CBVNFdJOGINQW2KuOvl5NAPS5.jpg,Chocolate,"Action, Crime",1h 33m,73.0,"Zen, an autistic teenage girl with powerful martial arts skills, gets money to pay for her sick mother Zin's treatment by seeking out all the people who owe Zin money and making them pay.",,,Prachya Pinkaew
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/x3PIk93PTbxT88ohfeb26L1VpZw.jpg,Prizefighter: The Life of Jem Belcher,"History, Drama",1h 46m,63.0,"At the turn of the 19th century, Pugilism was the sport of kings and a gifted young boxer fought his way to becoming champion of England.",,,Daniel Graham
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/h5naABij9ghj6CLcpBYBkxMGYGX.jpg,Royal Space Force - The Wings Of Honneamise,"Animation, Science Fiction",2h 1m,69.0,"On a future Earth, war between the Kingdom of Honneamise and its rival, The Republic, is inevitable. As evolving technology creates new ways to wage war, a small group seeks to propel mankind into space in their world’s first spaceflight program. For astronaut candidate Shirotsugh Lhadatt, it’s a personal odyssey as he grows from an aimless young man into a leader willing to put everything on the line in order to move the human race forward and away from the brink of Armageddon.",8000000.0,,Hiroyuki Yamaga
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/5hUghRVVkBYufftfNQkGevY5AmE.jpg,Anthropoid,"History, Thriller, War",2h,71.0,"In December 1941, Czech soldiers Jozef Gabčík and Jan Kubiš parachute into their occupied homeland to assassinate Nazi officer Reinhard Heydrich.",4600000.0,,Sean Ellis
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/nGZCeCfNseq1ee3cJLBp0rH0djT.jpg,Glengarry Glen Ross,"Crime, Drama, Mystery",1h 40m,74.0,"When an office full of Chicago real estate salesmen is given the news that all but the top two will be fired at the end of the week, the atmosphere begins to heat up. Shelley Levene, who has a sick daughter, does everything in his power to get better leads from his boss, John Williamson, but to no avail. When his coworker Dave Moss comes up with a plan to steal the leads, things get complicated for the tough-talking salesmen.",10725228.0,,James Foley
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/cWkZQqS2IxMcvH7UZSHFR8YYRfk.jpg,Kill 'em All,"Action, Crime",1h 36m,51.0,"After a massive shootout, a mysterious stranger arrives at a local hospital on the brink of death. Then, a foreign gang brazenly comes to the hospital to hunt him down. His nurse, the sole surviving witness to the follow-up shootout, must face an FBI interrogation that unlocks a plot of international intrigue and revenge.",,,Peter Malota
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/myHxm9p8fhEsXyaLO6DawYJKolg.jpg,Under Siege,"Action, Thriller",1h 42m,63.0,"Disgruntled ex-CIA operative Strannix, his assistant Krill and their group of terrorists seize the battleship with nuclear blackmail in mind. They've planned for every contingency but ignore the ship's cook, former Navy SEAL Casey Ryback -- an error that could be fatal.",156563139.0,,Andrew Davis
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/o942912KFh89SGhqWuKXuT0SXzN.jpg,Skinamarink,Horror,1h 40m,54.0,"Two children wake up in the middle of the night to find their father is missing, and all the windows and doors in their home have vanished.",2100000.0,,Kyle Edward Ball
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/ybM400b3vesnoNzOlTlAmHeEYPq.jpg,Commitment,"Drama, Action, Thriller",1h 53m,73.0,"The son of a North Korean spy decides to follow in his father's footsteps to protect his little sister. After his father's botched espionage mission, North Korean Myung-hoon and his young sister Hye-in are sent to a labor prison camp. In order to save his sister's life, Myung-hoon volunteers to become a spy and infiltrates the South as a teenage defector. While attending high school in the South, he meets another girl named Hye-in, and rescues her when she comes under attack.",,,Park Hong-soo
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/eBe7AspQgmn0Lxy1O0J8BwvWJhe.jpg,Case Closed: Countdown to Heaven,"Animation, Action, Crime, Mystery",1h 40m,73.0,"As a pair of towers in Tokyo are being prepared for their grand opening, there is a series of murders of people connected to the towers. Conan suspects that the mysterious Syndicate may also be involved.",,,Kenji Kodama
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/8ofszdXTti3my1RGvyruu3rl9Hc.jpg,Captive,"Thriller, Horror",1h 29m,72.0,"A teenage runaway who’s trapped by a delusional man, pretends to be his daughter in order to escape.",,,Savvas Christou
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/g3ZjNkQP4M7Cs0clPD9q7EO2P1g.jpg,Here Comes the Boom,"Comedy, Action, Drama",1h 45m,62.0,A high school biology teacher moonlights as a mixed-martial arts fighter in an effort to raise money to save the school's music program.,73100000.0,,Frank Coraci
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/tQJAWbIjvvqVKLLbIZHtwGw2HTf.jpg,Young Frankenstein,Comedy,1h 46m,79.0,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",86273333.0,,Mel Brooks
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/fzWrrCzRa16v51TXAUuT6Wendw7.jpg,Six Days Seven Nights,"Comedy, Action, Adventure, Romance",1h 42m,61.0,"In the South Pacific island of Makatea, career-driven magazine editor Robin Monroe is on a week-long vacation getaway with her boyfriend, Frank Martin. An emergency work assignment in neighboring Tahiti requires Robin to hire the cantankerous pilot Quinn Harris who had flown them to Makatea on a small transport plane. While flying, a powerful storm forces Quinn to make an emergency landing on a nearby deserted island. The dissimilar pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads.",164839294.0,,Ivan Reitman
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/xm0QJ3eumZ5LSewpYKQe6KfwWRW.jpg,Ibiza,"Comedy, Romance",1h 34m,57.0,She could do the responsible thing. Or she could go to Ibiza with her best friends to chase down a hot DJ. Easy choice.,,,Alex Richanbach
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/7SYBPjv5ywF6cI4BSFFtlDyChT2.jpg,Safe House,"Action, Thriller",1h 55m,65.0,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",208076205.0,,Daniel Espinosa
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/z6Yy7VgLbM8t10ZlBRzBLKGZEqo.jpg,"It's a Mad, Mad, Mad, Mad World","Action, Adventure, Comedy",3h 17m,69.0,"A group of strangers come across a man dying after a car crash who proceeds to tell them about the $350,000 he buried in California. What follows is the madcap adventures of those strangers as each attempts to claim the prize for himself.",60000000.0,,William Rose
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/26BP556PvenFfypUp10aFFMpQSV.jpg,Aloha Scooby-Doo!,"Mystery, Family, Animation, Adventure, Comedy",1h 14m,72.0,"The Mystery Gang goes to Hawaii for the Big Kahuna of Hanahuna Surfing Contest. However, the gang and the locals find the island invaded by the vengeful Wiki Tiki spirit and his demons.",,,Tim Maltby
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/s2qaOamcCvpH4BPTOFfhIZEGMs8.jpg,Ginger Snaps,"Fantasy, Horror",1h 48m,69.0,"The story of two outcast sisters, Ginger and Brigitte, in the mindless suburban town of Bailey Downs. On the night of Ginger's first period, she is savagely attacked by a wild creature. Ginger's wounds miraculously heal but something is not quite right. Now Brigitte must save her sister and save herself.",,,John Fawcett
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/ujLIgISIV6Fv6j509SZp2Tmq2ZJ.jpg,Pokémon the Movie: Hoopa and the Clash of Ages,"Family, Adventure, Animation, Action, Fantasy",1h 13m,68.0,"Ash, Pikachu, and their friends come to a desert city by the sea. Here they meet the Mythical Pokémon Hoopa, which has the ability to summon things—including people and Pokémon—through its magic rings. After a scary incident, they learn of a story about a brave hero who stopped the rampage of a terrifying Pokémon long ago. Now, the threat that has been bottled up for years is in danger of breaking loose again.",150000000.0,,Kunihiko Yuyama
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/56ofGPMOZCwlTjTao5fB7vnGOoj.jpg,Gunpowder Milkshake,"Action, Crime, Thriller",1h 54m,64.0,"To protect an 8-year-old girl, a dangerous assassin reunites with her mother and her lethal associates to take down a ruthless crime syndicate and its army of henchmen.",1015760.0,,Navot Papushado
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/Am7iQWLSIDFbUB1o1xtvrbFxV1X.jpg,Striking Distance,"Crime, Action, Mystery, Thriller",1h 42m,58.0,"Coming from a police family, Tom Hardy ends up fighting his uncle after the murder of his father. Tom believes the killer is another cop, and goes on the record with his allegations. Demoted to water-way duty Tom, along with new partner Jo Christman, navigate the three rivers looking for clues and discovering bodies. This time the victims are women Tom knows, he must find the killer to prove his innocence.",,,Rowdy Herrington
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/7FutTsMWBwVhjk1Ujf1wtndUVZh.jpg,Splash,"Comedy, Romance, Fantasy",1h 51m,63.0,"A successful businessman falls in love with the girl of his dreams. There's one big complication though; he's fallen hook, line and sinker for a mermaid.",69800000.0,,Ron Howard
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/7EGElXVSNnqcPjuhXPd6UVUX1rD.jpg,Doom: Annihilation,"Action, Science Fiction, Horror",1h 37m,49.0,"A group of UAC Marines responds to a distress call from a top-secret scientific base on Phobos, a Martian moon, only to discover it's been overrun by demons.",,,Tony Giglio
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/5WXeYnezavNI6hXH74aQYv6yFzj.jpg,The Mortuary Collection,"Fantasy, Horror",1h 48m,67.0,"In the phantasmagorical town of Raven's End, a misguided young girl takes refuge in a decrepit old mortuary. The eccentric undertaker chronicles the strange history of the town through a series of twisted tales, each more terrifying than the last, but the young girl's world is unhinged when she discovers that the final story... is her own.",107629.0,,Ryan Spindell
