포스터,제목,장르,러닝타임,회원점수,줄거리,제작비,수익,감독
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/8dqXyslZ2hv49Oiob9UjlGSHSTR.jpg,The Guardians of the Galaxy Holiday Special,"Comedy, Science Fiction, Adventure",45m,72.0,"On a mission to make Christmas unforgettable for Quill, the Guardians head to Earth in search of the perfect present.",,,James Gunn
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/kd0PqvTsJd6DOY7Jxu0R4vEfpsj.jpg,Melancholia,"Drama, Science Fiction",2h 15m,72.0,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,15946321.0,,Lars von Trier
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/fDtIZXLNreDHk3mOskJYABrQNOQ.jpg,Ghost Rider: Spirit of Vengeance,"Action, Fantasy, Thriller",1h 36m,50.0,"When the devil resurfaces with aims to take over the world in human form, Johnny Blaze reluctantly comes out of hiding to transform into the flame-spewing supernatural hero Ghost Rider -- and rescue a 10-year-old boy from an unsavory end.",132563930.0,,David S. Goyer
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/kwhlLAlxIHLSbwOukBQkDJK7NGA.jpg,From Dusk Till Dawn,"Horror, Action, Thriller, Crime",1h 48m,70.0,"After kidnapping a father and his two kids, the Gecko brothers head south to a seedy Mexican bar to hide out in safety, unaware of its notorious vampire clientele.",25800000.0,,Robert Rodriguez
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/w8UCke112E9jrhjKcwG32kyhTx5.jpg,A Time to Kill,"Crime, Drama, Thriller",2h 29m,74.0,"A young lawyer defends a black man accused of murdering two white men who raped his 10-year-old daughter, sparking a rebirth of the KKK.",152266007.0,,Joel Schumacher
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/fGQAO4RgUzspO7L4u5KXirIn34s.jpg,Hellboy II: The Golden Army,"Fantasy, Adventure, Action",2h,68.0,"Hellboy, his pyrokinetic girlfriend, Liz, and aquatic empath, Abe Sapien, face their biggest battle when an underworld elven prince plans to reclaim Earth for his magical kindred. Tired of living in the shadow of humans, Prince Nuada tries to awaken an ancient force of killing machines, the all-powerful Golden Army, to clear the way for fantasy creatures to roam free. Only Hellboy can stop the dark prince and prevent humanity's annihilation.",160388063.0,,Guillermo del Toro
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/85R8LMyn9f2Lev2YPBF8Nughrkv.jpg,Game Night,"Mystery, Comedy, Crime",1h 40m,69.0,"Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",117501013.0,,John Francis Daley
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/zw5RhNAVa7g6pX0KGeNx9EmS7Je.jpg,Poltergeist,Horror,1h 33m,52.0,"A family's suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.",95437994.0,,Gil Kenan
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/8o2ADoAyG796UwTjwBFjPyBz0yG.jpg,101 Dalmatians,"Family, Comedy",1h 43m,59.0,"An evil, high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.",320689294.0,,Stephen Herek
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/uFtGe1CVW4Vk0ymN70xbtn81OcG.jpg,A Quiet Place: Day One,"Horror, Science Fiction, Thriller",,,,,,
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/h6aVbUsiJB3Le1xrhyZXsXZOI3h.jpg,Dawn of the Dead,Horror,2h 7m,75.0,"During an ever-growing epidemic of zombies that have risen from the dead, two Philadelphia SWAT team members, a traffic reporter, and his television-executive girlfriend seek refuge in a secluded shopping mall.",55000000.0,,George A. Romero
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/kVr5zIAFSPRQ57Y1zE7KzmhzdMQ.jpg,Death on the Nile,"Mystery, Crime, Thriller",2h 7m,64.0,Belgian sleuth Hercule Poirot's Egyptian vacation aboard a glamorous river steamer turns into a terrifying search for a murderer when a picture-perfect couple's idyllic honeymoon is tragically cut short.,137307235.0,,Kenneth Branagh
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/8eeK3OB5PeSRQD7BpZcGZKkehG.jpg,RED,"Action, Adventure, Comedy, Crime, Thriller",1h 51m,67.0,"After surviving an assault from a squad of hit men, retired CIA black ops agent Frank Moses reassembles his old team for an all-out war. Frank reunites with old Joe, crazy Marvin and wily Victoria to uncover a massive conspiracy that threatens their lives. Only their expert training will allow them to survive a near-impossible mission -- breaking into CIA headquarters.",199000000.0,,Robert Schwentke
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/zarhMAQRWKjjsNBR1rviIXZ5xtt.jpg,Bosomy Mom,"Drama, Romance",1h 9m,53.0,"Da-hee gets married to Min-soo who is older than her. Thanks to him, he also gets a son who is not too old, Jae-hyuk, who she tries to get acquainted with, albeit awkwardly. After staying with Na-yeon, she suddenly has to meet Jae-hyuk, and Na-yeon has a date with Jae-hyuk. Min-soo is surprised to find three people coming back home from a date. It made him angry to see his son with two women. Right away, Min-soo seeks Da-hee and asks about Na-yeon. Na-yeon met Min-soo secretly. However, Da-hee who is aware of Min-soo and Da-hee's relationship, shares this fact to Jae-hyun.",,,Lee Dong-Joon
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/xLkyM2Vt3yqlttnql02uXt0lemy.jpg,The Secret World of Arrietty,"Fantasy, Animation, Family",1h 34m,77.0,"14-year-old Arrietty and the rest of the Clock family live in peaceful anonymity as they make their own home from items ""borrowed"" from the house's human inhabitants. However, life changes for the Clocks when a human boy discovers Arrietty.",23000000.0,149480483.0,Hiromasa Yonebayashi
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/4RnCeRzvI1xk5tuNWjpDKzSnJDk.jpg,Happy Gilmore,Comedy,1h 32m,66.0,"Failed hockey player-turned-golf whiz Happy Gilmore -- whose unconventional approach and antics on the grass courts the ire of rival Shooter McGavin -- is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.",41205099.0,,Dennis Dugan
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/vUo0pNXGhp2ffTJxiStWt6fHL7F.jpg,The Lego Ninjago Movie,"Family, Animation, Action, Adventure, Comedy",1h 41m,65.0,"Six young ninjas are tasked with defending their island home of Ninjago. By night, they’re gifted warriors using their skill and awesome fleet of vehicles to fight villains and monsters. By day, they’re ordinary teens struggling against their greatest enemy....high school.",123081555.0,,Bob Logan
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/kDlmrGZROewneCoSwPjKx6Qfown.jpg,21 Bridges,"Crime, Action, Drama",1h 39m,68.0,"An embattled NYPD detective, is thrust into a citywide manhunt for a pair of cop killers after uncovering a massive and unexpected conspiracy. As the night unfolds, lines become blurred on who he is pursuing, and who is in pursuit of him.",49900000.0,,Adam Mervis
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/micaVOa1UZsdzs4fKGA67ZMGOzc.jpg,Booksmart,Comedy,1h 42m,70.0,"Two academic teenage superstars realize, on the eve of their high school graduation, that they should have worked less and played more. Determined to never fall short of their peers, the girls set out on a mission to cram four years of fun into one night.",24849029.0,,Olivia Wilde
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/9022CYEGqYETCeXN1oE3uwYJWub.jpg,The Ritual,"Horror, Thriller, Mystery",1h 34m,62.0,"A group of college friends reunite for a trip to the forest, but encounter a menacing presence in the woods that's stalking them.",1786396.0,,David Bruckner
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/6ph7z1aq8FT4yVjdSRmR6he0KCr.jpg,Last Defenders of Monogamy,"Romance, Comedy",1h 24m,10.0,"Shafkat is a happily married man with wife and two children, who claims himself is a firm believer of monogamous philosophy. His philosophy and instincts faces tough conflict when a young copywriter, Lamia, joins his office.",,,Mostofa Sarwar Farooki
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/usFenYnk6mr8C62dB1MoAfSWMGR.jpg,Home,"Fantasy, Comedy, Animation, Science Fiction, Family",1h 34m,68.0,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",368871007.0,,Tim Johnson
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg,Ghost in the Shell,"Science Fiction, Drama, Action",1h 47m,61.0,"In the near future, Major is the first of her kind: a human saved from a terrible crash, then cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",169801921.0,,Rupert Sanders
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/cD8JrfSEI4j7WVnKM1GdiYzMoUh.jpg,Halloween,Horror,1h 50m,62.0,"After being committed for 15 years, Michael Myers, now a grown man and still very dangerous, escapes from the mental institution (where he was committed as a 10 year old) and he immediately returns to Haddonfield, where he wants to find his baby sister, Laurie. Anyone who crosses his path is in mortal danger.",80460948.0,,Rob Zombie
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/90DdoEStzeObs96fsYf4GG544iN.jpg,Men in Black 3,"Action, Comedy, Science Fiction",1h 46m,65.0,"Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",624000000.0,,Barry Sonnenfeld
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/9ZaGxvj1mqdKVLpSloq4mzS7SK6.jpg,Not Another Teen Movie,Comedy,1h 29m,58.0,"On a bet, a gridiron hero at John Hughes High School sets out to turn a bespectacled plain Jane into a beautiful and popular prom queen in this outrageous send-up of the teen movies of the 1980s and '90s.",66468332.0,,Joel Gallen
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/2LquGwEhbg3soxSCs9VNyh5VJd9.jpg,Portrait of a Lady on Fire,"Drama, Romance",2h,81.0,"On an isolated island in Brittany at the end of the eighteenth century, a female painter is obliged to paint a wedding portrait of a young woman.",5740000.0,9923127.0,Céline Sciamma
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/clRnzMsFoMIdC7I5JsG6dnnHH8l.jpg,Mowgli: Legend of the Jungle,"Adventure, Drama",1h 45m,65.0,"A human child raised by wolves, must face off against a menacing tiger named Shere Khan, as well as his own origins.",,,Andy Serkis
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/hFuynYYxZIiWR4cRlwzmteH2diL.jpg,Emily the Criminal,"Crime, Drama, Thriller",1h 37m,67.0,"Desperate for income, Emily takes a shady gig buying goods with stolen credit cards supplied by a charismatic middleman named Youcef. Seduced by the quick cash and illicit thrills, they hatch a plan to take their business to the next level.",2157673.0,,John Patton Ford
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/aCLSgw1DaqkRvosYc3YUttBTtpT.jpg,House of Wax,"Mystery, Horror, Thriller",1h 53m,60.0,A group of unwitting teens are stranded near a strange wax museum and soon must fight to survive and keep from becoming the next exhibit.,68766121.0,,Charles Belden
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/at7lShVfMdohEzC1VZYTZXY0hzP.jpg,When Marnie Was There,"Animation, Drama",1h 43m,79.0,"Upon being sent to live with relatives in the countryside due to an illness, an emotionally distant adolescent girl becomes obsessed with an abandoned mansion and infatuated with a girl who lives there - a girl who may or may not be real.",,34949567.0,Hiromasa Yonebayashi
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/7SJgkVoxCf7h6y3uA4tAR4Iowwp.jpg,Knowing,"Action, Mystery, Science Fiction, Thriller",2h 1m,62.0,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,155446362.0,,Ryne Douglas Pearson
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/vVYU0x9FRpiJNX7c54ciFnRBVYG.jpg,Night Hunter,"Drama, Thriller",1h 35m,65.0,A Minnesota police officer crosses paths with a committed and tireless vigilante as he follows the trail of a ruthless predator responsible for several abductions and murders.,1012932.0,,David Raymond
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/9pWlgGYoPb0QPOsQTjfDmwMdBc6.jpg,Saw III,"Horror, Thriller, Crime",1h 48m,64.0,"Jigsaw has disappeared. Along with his new apprentice Amanda, the puppet-master behind the cruel, intricate games that have terrified a community and baffled police has once again eluded capture and vanished. While city detective scrambles to locate him, Doctor Lynn Denlon and Jeff Reinhart are unaware that they are about to become the latest pawns on his vicious chessboard.",164876498.0,,Leigh Whannell
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/bkjPoisqAavXUvtoirxTEcLLQyI.jpg,Me Time,Comedy,1h 45m,59.0,"With his family away, a devoted stay-at-home dad enjoys his first me time in years by joining his hard-partying old friend on a wild birthday adventure.",,,John Hamburg
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/7Md3nuV0ZprBTnkdR3OrUCEsrSP.jpg,"Miraculous World: Paris, Tales of Shadybug and Claw Noir","Animation, Adventure, Action, Fantasy, Family",48m,73.0,"Miraculous holders from another world appear in Paris. They come from a parallel universe where everything is reversed: the holders of Ladybug and Black Cat Miraculouses, Shadybug and Claw Noir, are the bad guys, and the holder of the Butterfly Miraculous, Hesperia, is a superhero. Ladybug and Cat Noir will have to help Hesperia counter the attacks of their evil doubles and prevent them from seizing the Butterfly's Miraculous. Can our heroes also help Hesperia make Shadybug and Claw Noir better people?",,,Thomas Astruc
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/jN0uuc8U6M3sTg9zEaliJV60Stf.jpg,Underworld: Awakening,"Fantasy, Action, Horror",1h 28m,63.0,"Having escaped years of imprisonment, vampire warrioress Selene finds herself in a changed world where humans have discovered the existence of both Vampire and Lycan clans and are conducting an all-out war to eradicate both immortal species. Now Selene must battle the humans and a frightening new breed of super Lycans to ensure the death dealers' survival.",160112671.0,,Len Wiseman
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/mwKO3cZbxipgd9QAPboJVTDLPiN.jpg,Kitbull,"Animation, Family, Drama",9m,80.0,"An unlikely connection sparks between two creatures: a fiercely independent stray kitten and a pit bull. Together, they experience friendship for the first time.",,,Rosana Sullivan
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/n2ERP6eyulMZwUaBoVbNm6L0jwP.jpg,The Spiderwick Chronicles,"Family, Adventure, Fantasy, Drama",1h 35m,66.0,"Upon moving into the run-down Spiderwick Estate with their mother, twin brothers Jared and Simon Grace, along with their sister Mallory, find themselves pulled into an alternate world full of faeries and other creatures.",164200000.0,,Mark Waters
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/aotTZos5KswgCryEzx2rlOjFsm1.jpg,The Book of Life,"Animation, Adventure, Comedy, Family, Fantasy",1h 35m,75.0,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",97437106.0,,Jorge R. Gutierrez
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/gGk9H5PVpWzbsYkmnBeKevQkwwf.jpg,SuperFly,"Action, Crime",1h 47m,68.0,"Career criminal Youngblood Priest wants out of the Atlanta drug scene, but as he ramps up sales, one little slip up threatens to bring the whole operation down before he can make his exit.",20545116.0,,Director X.
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/fBDLdEraxCBKGmOPb6pJPYiDQh1.jpg,Unlocked,"Action, Thriller",1h 38m,63.0,"After failing to apprehend the terrorist behind a Paris attack that claimed dozens of lives, CIA agent Alice Racine is forced to live in London as a caseworker. Her mentor unexpectedly calls her back into action when the CIA discovers that another attack is imminent. Alice soon learns that the classified information she's uncovered has been compromised...",,,Michael Apted
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/1lmwZTsqwTtvd3m60pyQfhGM2Ut.jpg,Dragon Ball Z: Lord Slug,"Action, Animation, Science Fiction",52m,64.0,A Super Namekian named Slug comes to invade Earth. But the Z Warriors do their best to stop Slug and his gang.,,16400000.0,Akira Toriyama
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/qJf2TzE8nRTFbFMPJNW6c8mI0KU.jpg,Primal Fear,"Crime, Drama, Mystery, Thriller",2h 9m,77.0,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a third person in the room.",102600000.0,,Gregory Hoblit
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/3qbAX0cltrlbCXpgMmuv0LLrfp8.jpg,Anastasia,"Animation, Family, Fantasy, Adventure",1h 34m,76.0,"Ten years after she was separated from her family, an eighteen-year-old orphan with vague memories of the past sets out to Paris in hopes of reuniting with her grandmother. She is accompanied by two con men, who intend to pass her off as the Grand Duchess Anastasia to the Dowager Empress for a reward.",139804348.0,,Gary Goldman
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/2PmVlnPVG8tGXqC85YiHzL0jX40.jpg,Martyrs,"Horror, Drama, Thriller",1h 39m,73.0,"A young woman’s quest for revenge against the people who kidnapped and tortured her as a child leads her and her best friend, also a victim of child abuse, on a terrifying journey into a living hell of depravity.",1100000.0,,Pascal Laugier
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/6f7iXvPOnf83MaLB1JmPzUor1rr.jpg,Blade: Trinity,"Action, Horror, Fantasy",2h 3m,59.0,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed—The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him—the original vampire, Dracula.",128905366.0,,David S. Goyer
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/3HENPRM1tGRswyjgiIbP9b4sult.jpg,Kung Fu Panda: Secrets of the Furious Five,"Animation, Family, Action",25m,67.0,"Ordered to teach a martial arts class of rambunctious bunny kittens, Po tells stories of each of the Furious Five's pasts.",,,Raman Hui
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/swt9crREg1UcKgg3wGWfoFNlXOz.jpg,Smurfs: The Lost Village,"Family, Adventure, Animation, Comedy",1h 29m,63.0,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy and Hefty on an exciting race through the Forbidden Forest leading to the discovery of the biggest secret in Smurf history.",197183546.0,,Peyo
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/rafwrzslLb203hQFIU8s0yRk0Qy.jpg,How to Have Sex,Drama,1h 31m,64.0,"Three British teenage girls go on a rites-of-passage holiday—drinking, clubbing and hooking up, in what should be the best summer of their lives.",922000.0,,Molly Manning Walker
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/pVIAPiIvHcitgXV8BA7uTyCcEuk.jpg,Collateral Beauty,"Drama, Romance",1h 37m,72.0,"Retreating from life after a tragedy, a man questions the universe by writing to Love, Time and Death. Receiving unexpected answers, he begins to see how these things interlock and how even loss can reveal moments of meaning and beauty.",88528280.0,,David Frankel
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/lBscKQzEJY1XF2ReZT2vIGrMQ1k.jpg,Joseph,"Adventure, Drama, TV Movie",3h 5m,82.0,"Joseph, favored son of Jacob and great-grandson of Abraham, is sold into slavery by his jealous brothers. Rising to become prime minister of Egypt. Joseph governed the country during a seven year famine, during which his brothers visit Egypt seeking grain, only to encounter their brother, presumed long dead.",,,Roger Young
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/p4RafgAPk558muOjnBMHhMArjS2.jpg,"Crazy, Stupid, Love.","Comedy, Drama, Romance",1h 58m,73.0,"Cal Weaver is living the American dream. He has a good job, a beautiful house, great children and a beautiful wife, named Emily. Cal's seemingly perfect life unravels, however, when he learns that Emily has been unfaithful and wants a divorce. Over 40 and suddenly single, Cal is adrift in the fickle world of dating. Enter, Jacob Palmer, a self-styled player who takes Cal under his wing and teaches him how to be a hit with the ladies.",145079584.0,,Glenn Ficarra
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/txaOvJ6HURmqFbpVtJezWNWqaR4.jpg,Seoul Vibe,"Action, Crime, Comedy, Adventure",2h 20m,66.0,"Chasing speed, dreams and money, a team of drivers get involved in the slush fund investigation of a powerful figure during the 1988 Seoul Olympics.",,,Moon Hyun-sung
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/xkMtWd71MLju7qQH8J6sdpf48Al.jpg,Tante Siska Part 3,"Drama, Romance",,0.0,We don't have an overview translated in English. Help us expand our database by adding one.,,,We don't have any crew added to this movie. You can help by adding some!
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/ooo4D4kyZyFee5aiNfwZ43oKOkc.jpg,Shirley,"History, Drama",1h 57m,71.0,Shirley Chisholm makes a trailblazing run for the 1972 Democratic presidential nomination after becoming the first Black woman elected to Congress.,,,John Ridley
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/jip2ap24Y6JxEgzVRyNqyYssnyR.jpg,He's Just Not That Into You,"Comedy, Romance, Drama",2h 9m,65.0,"Remember that really cute girl/guy who said they'd call – and didn't? Maybe they lost your number. Maybe they're in the hospital. Maybe they're awed by your looks, brains or success. Or maybe... They're just not that into you.",178866158.0,,Ken Kwapis
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/7cIqNt2YPK1nCf904NFISEScCzk.jpg,Kingdom III: The Flame of Destiny,"Action, Adventure, War",2h 9m,76.0,"To defend their kingdom against a sudden invasion, a mighty general returns to the battlefield alongside a war orphan, now grown up, who dreams of glory.",,,Shinsuke Sato
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/iYypPT4bhqXfq1b6EnmxvRt6b2Y.jpg,In the Mood for Love,"Drama, Romance",1h 39m,81.0,"In Hong Kong of 1962, Mrs. Chan and Mr. Chow, a journalist, move into neighbouring apartments on the same day. Their encounters are formal and polite—until a discovery about their respective spouses creates an intimate bond between them.",150000.0,14204632.0,Wong Kar-wai
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/xGY5rr8441ib0lT9mtHZn7e8Aay.jpg,The Dirt,"Drama, Music, History, Comedy",1h 48m,75.0,The story of Mötley Crüe and their rise from the Sunset Strip club scene of the early 1980s to superstardom.,,,Jeff Tremaine
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/p7ARuNKUGPGvkBiDtIDvAzYzonX.jpg,Final Destination 3,"Horror, Mystery",1h 33m,61.0,"A student's premonition of a deadly rollercoaster ride saves her life and a lucky few, but not from death itself – which seeks out those who escaped their fate.",118900000.0,,James Wong
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/1aExL5DTGHj25ZfIC3dDwS84RWi.jpg,The Bourne Legacy,"Action, Thriller",2h 15m,62.0,New CIA operative Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.,276600000.0,,Tony Gilroy
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/p69QzIBbN06aTYqRRiCOY1emNBh.jpg,Doctor Sleep,"Horror, Thriller, Fantasy",2h 32m,71.0,"Still scarred by the trauma he endured as a child at the Overlook Hotel, Dan Torrance faces the ghosts of the past when he meets Abra, a courageous teen who desperately needs his help -- and who possesses a powerful extrasensory ability called the ""shine"".",72381712.0,,Mike Flanagan
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/ePXuKdXZuJx8hHMNr2yM4jY2L7Z.jpg,El Camino: A Breaking Bad Movie,"Crime, Drama, Thriller",2h 3m,70.0,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",,,Vince Gilligan
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/7zu6HPnKPjNA7NuR4DGRdaH0PdX.jpg,Blackhat,"Crime, Thriller, Action",2h 13m,55.0,"Nicholas Hathaway, a furloughed convict, and his American and Chinese partners hunt a high-level cybercrime network from Chicago to Los Angeles to Hong Kong to Jakarta. As Hathaway closes in, the stakes become personal as he discovers that the attack on a Chinese nuclear power plant was just the beginning.",17752940.0,,Michael Mann
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/z79MzBerDAW2EOQZCobFTO4dJ7P.jpg,Vacation,Comedy,1h 39m,63.0,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",104400000.0,,John Francis Daley
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/4Dd79cz5qxKNoKWg1xsfrpOchEr.jpg,The 5th Wave,"Science Fiction, Adventure, Action",1h 52m,59.0,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,109906372.0,,J Blakeson
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/5958Nt4QX6aRSUdQnvNw8wqjTJQ.jpg,Æon Flux,"Science Fiction, Action, Thriller",1h 33m,56.0,"400 years into the future, disease has wiped out the majority of the world's population, except one walled city, Bregna, ruled by a congress of scientists. When Æon Flux, the top operative in the underground 'Monican' rebellion, is sent on a mission to kill a government leader, she uncovers a world of secrets.",53321673.0,,Peter Chung
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/9yTuw6ddf28lItHwgeqFSNtXsaG.jpg,GANTZ:O,"Science Fiction, Action, Animation",1h 35m,73.0,"After being brutally murdered in a subway station, a teen boy awakens to find himself resurrected by a strange computer named Gantz, and forced to fight a large force of invading aliens in Osaka.",2238600.0,,Yasushi Kawamura
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/ukMXAdr325Tn1mLGkxdG8Lab16l.jpg,Gold,"Adventure, Drama, Thriller",2h 1m,66.0,"Kenny Wells, a modern-day prospector, hustler, and dreamer, is desperate for a lucky break. Left with few options, Wells teams up with an equally luckless geologist to execute a grandiose, last-ditch effort: to find gold deep in the uncharted jungle of Indonesia.",14880939.0,,Stephen Gaghan
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/33WsmnE5M2SSGrZCQW4dlr2D5WG.jpg,Annie,"Comedy, Drama, Family",1h 59m,62.0,"Annie is a young, happy foster kid who's also tough enough to make her way on the streets of New York in 2014. Originally left by her parents as a baby with the promise that they'd be back for her someday, it's been a hard knock life ever since with her mean foster mom Miss Hannigan. But everything's about to change when the hard-nosed tycoon and New York mayoral candidate Will Stacks—advised by his brilliant VP and his shrewd and scheming campaign advisor—makes a thinly-veiled campaign move and takes her in. Stacks believes he's her guardian angel, but Annie's self-assured nature and bright, sun-will-come-out-tomorrow outlook on life just might mean it's the other way around.",133800000.0,,Will Gluck
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/tmCt2hy9QoFHft3UcHwpGX2Sihl.jpg,Detroit,"Crime, Drama, Thriller, History",2h 23m,73.0,A police raid in Detroit in 1967 results in one of the largest citizens' uprisings in the history of the United States.,23400000.0,,Kathryn Bigelow
https://media.themoviedb.org/t/p/w300_and_h450_bestv2/2sFME73GaD8UsUxPUKe60cPdLif.jpg,Captain Fantastic,"Adventure, Drama",1h 58m,79.0,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,23123592.0,,Matt Ross
